[Name]
Series 1 at /POLYLINE:Polyline 1

[Data]
X [ m ],Pressure [ Pa ]
2.60622048e+000, 2.72614075e+002
2.61700320e+000, 2.75015717e+002
2.62778592e+000, 2.75690002e+002
2.63857198e+000, 2.75621613e+002
2.64936042e+000, 2.73252136e+002
2.66015124e+000, 2.68974762e+002
2.67097616e+000, 2.63261108e+002
2.68184757e+000, 2.56724457e+002
2.69272304e+000, 2.49533508e+002
2.70359063e+000, 2.41921600e+002
2.71449041e+000, 2.34249939e+002
2.72543740e+000, 2.26105408e+002
2.73647594e+000, 2.17893234e+002
2.74751282e+000, 2.09570999e+002
2.75832272e+000, 2.01312042e+002
2.76901078e+000, 1.93292450e+002
2.77971387e+000, 1.84013580e+002
2.79042625e+000, 1.66632187e+002
2.79915380e+000, 1.88197205e+002
2.78857207e+000, 1.42850784e+002
2.77781320e+000, 1.36851288e+002
2.76699400e+000, 1.33194290e+002
2.75614262e+000, 1.29006180e+002
2.74505615e+000, 1.25708450e+002
2.73364234e+000, 1.22795082e+002
2.72194648e+000, 1.20153030e+002
2.70999789e+000, 1.17776253e+002
2.69801760e+000, 1.15728668e+002
2.68597841e+000, 1.13965927e+002
2.67390776e+000, 1.12316620e+002
2.66245508e+000, 1.10207687e+002
2.65166950e+000, 1.07581657e+002
2.64095783e+000, 1.04281052e+002
2.63025832e+000, 1.00290482e+002
2.61948180e+000, 9.55293808e+001
2.60859132e+000, 8.99570465e+001
2.59760785e+000, 8.35360489e+001
2.58655787e+000, 7.60074005e+001
2.57545924e+000, 6.75468521e+001
2.56407499e+000, 5.77661285e+001
2.55210829e+000, 4.71242676e+001
2.53778195e+000, 3.39881592e+001
2.52224040e+000, 2.11217785e+001
2.50690651e+000, 1.00818672e+001
2.49115634e+000, -4.16960299e-001
2.47231102e+000, -1.21228580e+001
2.44938993e+000, -2.39599819e+001
2.42288780e+000, -3.66445847e+001
2.39547348e+000, -4.99549713e+001
2.36837673e+000, -6.39078636e+001
2.34175348e+000, -7.85173264e+001
2.31260943e+000, -9.49830551e+001
2.27996874e+000, -1.13487206e+002
2.24499846e+000, -1.32718338e+002
2.21114826e+000, -1.50416763e+002
2.18060207e+000, -1.65740005e+002
2.15078473e+000, -1.80503067e+002
2.12132144e+000, -1.95180817e+002
2.09248185e+000, -2.09788284e+002
2.06468511e+000, -2.23433167e+002
2.03863621e+000, -2.36488907e+002
2.01428199e+000, -2.48807022e+002
1.99133730e+000, -2.60015869e+002
1.96929848e+000, -2.70610321e+002
1.94830143e+000, -2.80698151e+002
1.92887044e+000, -2.89848938e+002
1.91010439e+000, -2.98395508e+002
1.89176285e+000, -3.06833282e+002
1.87373865e+000, -3.15248932e+002
1.85603273e+000, -3.23262329e+002
1.83875251e+000, -3.31007446e+002
1.82189965e+000, -3.38515015e+002
1.80523229e+000, -3.45912140e+002
1.78888547e+000, -3.53118805e+002
1.77289975e+000, -3.60076477e+002
1.75727427e+000, -3.66869080e+002
1.74198675e+000, -3.73510071e+002
1.72700536e+000, -3.79979309e+002
1.71228778e+000, -3.86326385e+002
1.69781828e+000, -3.92509857e+002
1.68359387e+000, -3.98538727e+002
1.66961634e+000, -4.04151428e+002
1.65590382e+000, -4.09841553e+002
1.64245641e+000, -4.15382477e+002
1.62924790e+000, -4.20707977e+002
1.61628270e+000, -4.25914124e+002
1.60356104e+000, -4.30947601e+002
1.59099972e+000, -4.35825104e+002
1.57855868e+000, -4.40514099e+002
1.56624377e+000, -4.45220642e+002
1.55403149e+000, -4.49948364e+002
1.54193532e+000, -4.54452332e+002
1.52997148e+000, -4.58886475e+002
1.51814604e+000, -4.63288300e+002
1.50646520e+000, -4.67595856e+002
1.49493349e+000, -4.71689575e+002
1.48354328e+000, -4.75611450e+002
1.47227538e+000, -4.79456238e+002
1.46108019e+000, -4.83184052e+002
1.44991565e+000, -4.86630280e+002
1.43878233e+000, -4.89810120e+002
1.42768919e+000, -4.92806793e+002
1.41668868e+000, -4.95677795e+002
1.40577018e+000, -4.97732056e+002
1.39486694e+000, -4.99849030e+002
1.38397360e+000, -5.01853577e+002
1.37308729e+000, -5.03509216e+002
1.36220300e+000, -5.04758820e+002
1.35131228e+000, -5.05850189e+002
1.34041536e+000, -5.06824829e+002
1.32951248e+000, -5.07608795e+002
1.31860483e+000, -5.08009644e+002
1.30769312e+000, -5.08254700e+002
1.29677713e+000, -5.08500275e+002
1.28585696e+000, -5.08726318e+002
1.27493131e+000, -5.08843414e+002
1.26400042e+000, -5.08863281e+002
1.25306451e+000, -5.08789581e+002
1.24212325e+000, -5.08575897e+002
1.23117614e+000, -5.08396545e+002
1.22021723e+000, -5.08127045e+002
1.20924020e+000, -5.07565735e+002
1.19820619e+000, -5.07185883e+002
1.18709540e+000, -5.06703705e+002
1.17590451e+000, -5.05885681e+002
1.16463161e+000, -5.05229340e+002
1.15327501e+000, -5.04560455e+002
1.14183629e+000, -5.03511047e+002
1.13031960e+000, -5.02501343e+002
1.11872828e+000, -5.01365631e+002
1.10706472e+000, -5.00396210e+002
1.09533060e+000, -4.99342346e+002
1.08352613e+000, -4.98069000e+002
1.07165098e+000, -4.96704865e+002
1.05970383e+000, -4.95340515e+002
1.04768300e+000, -4.93901154e+002
1.03558934e+000, -4.92449524e+002
1.02343261e+000, -4.90987610e+002
1.01125932e+000, -4.89290283e+002
9.99113500e-001, -4.87683746e+002
9.87042785e-001, -4.86217896e+002
9.75006104e-001, -4.84829926e+002
9.62985218e-001, -4.83550720e+002
9.50960517e-001, -4.82331696e+002
9.38933313e-001, -4.80724487e+002
9.26905751e-001, -4.78915771e+002
9.14870441e-001, -4.77381531e+002
9.02828097e-001, -4.75548370e+002
8.90782535e-001, -4.73969208e+002
8.78740907e-001, -4.72429108e+002
8.66711318e-001, -4.70740692e+002
8.54702473e-001, -4.68894196e+002
8.42724741e-001, -4.67249298e+002
8.30792308e-001, -4.65587219e+002
8.18916440e-001, -4.63802032e+002
8.07106912e-001, -4.62005951e+002
7.95336664e-001, -4.59954315e+002
7.83595085e-001, -4.57937073e+002
7.71898925e-001, -4.56531891e+002
